[0.186s] Invoking command in '/home/robotrodeo/capstone/build/articubot_one': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/robotrodeo/capstone/install/encoder:/opt/ros/humble /usr/bin/cmake --build /home/robotrodeo/capstone/build/articubot_one -- -j4 -l4
[2.054s] Invoked command in '/home/robotrodeo/capstone/build/articubot_one' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/robotrodeo/capstone/install/encoder:/opt/ros/humble /usr/bin/cmake --build /home/robotrodeo/capstone/build/articubot_one -- -j4 -l4
[2.268s] Invoking command in '/home/robotrodeo/capstone/build/articubot_one': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/robotrodeo/capstone/install/encoder:/opt/ros/humble /usr/bin/cmake --install /home/robotrodeo/capstone/build/articubot_one
[2.326s] -- Install configuration: ""
[2.393s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/description/face.xacro
[2.396s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/description/gazebo_control.xacro
[2.397s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/description/inertial_macros.xacro
[2.399s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/description/lidar.xacro
[2.401s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/description/robot.urdf.xacro
[2.415s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/description/robot_core.xacro
[2.416s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/description/ros2_control.xacro
[2.420s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/launch/ball_tracker.launch.py
[2.422s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/launch/camera.launch.py
[2.428s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/launch/joystick.launch.py
[2.439s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/launch/launch_robot.launch.py
[2.440s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/launch/launch_sim.launch.py
[2.442s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/launch/localization_launch.py
[2.457s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/launch/navigation_launch.py
[2.458s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/launch/online_async_launch.py
[2.458s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/launch/rplidar.launch.py
[2.461s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/launch/rsp.launch.py
[2.467s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/worlds/empty.world
[2.472s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/worlds/obstacles.world
[2.476s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/ament_index/resource_index/package_run_dependencies/articubot_one
[2.486s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/ament_index/resource_index/parent_prefix_path/articubot_one
[2.489s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/environment/ament_prefix_path.sh
[2.494s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/environment/ament_prefix_path.dsv
[2.501s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/environment/path.sh
[2.506s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/environment/path.dsv
[2.510s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/local_setup.bash
[2.513s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/local_setup.sh
[2.520s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/local_setup.zsh
[2.525s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/local_setup.dsv
[2.527s] -- Symlinking: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/package.dsv
[2.602s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/ament_index/resource_index/packages/articubot_one
[2.607s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/cmake/articubot_oneConfig.cmake
[2.609s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/cmake/articubot_oneConfig-version.cmake
[2.611s] -- Up-to-date symlink: /home/robotrodeo/capstone/install/articubot_one/share/articubot_one/package.xml
[2.632s] Invoked command in '/home/robotrodeo/capstone/build/articubot_one' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/robotrodeo/capstone/install/encoder:/opt/ros/humble /usr/bin/cmake --install /home/robotrodeo/capstone/build/articubot_one
